City Feature,Common Name,Address,Website,Longitude,Latitude,Location
Parks,Union Bay Boglands #1,,http://www.seattle.gov/parks/park_detail.asp?ID=4431,-122.287122,47.657838,"(47.657838, -122.287122)"
Parks,Counterbalance Park,700 QUEEN ANNE AVE N,http://www.seattle.gov/parks/park_detail.asp?ID=4438,-122.356323,47.625683,"(47.625683, -122.356323)"
Parks,Lake People Park (Xacuabs),,http://www.seattle.gov/parks/park_detail.asp?ID=4439,-122.292012,47.569133,"(47.569133, -122.292012)"
Parks,Northgate Park,10548 5TH AVE NE,http://www.seattle.gov/parks/park_detail.asp?ID=4445,-122.322424,47.705194,"(47.705194, -122.322424)"
Parks,Bitter Lake Open Space Park,,http://www.seattle.gov/parks/park_detail.asp?ID=4450,-122.348583,47.731181,"(47.731181, -122.348583)"
Parks,Northlake Park,,http://www.seattle.gov/parks/park_detail.asp?ID=4452,-122.320826,47.654365,"(47.654365, -122.320826)"
Parks,Observatory Courts,,http://www.seattle.gov/parks/park_detail.asp?ID=322,-122.355134,47.631342,"(47.631342, -122.355134)"
Parks,Occidental Square,,http://www.seattle.gov/parks/park_detail.asp?ID=323,-122.333272,47.600463,"(47.600463, -122.333272)"
Parks,Pioneer Square,,http://www.seattle.gov/parks/park_detail.asp?ID=325,-122.333886,47.602076,"(47.602076, -122.333886)"
Parks,Prefontaine Place,,http://www.seattle.gov/parks/park_detail.asp?ID=326,-122.330883,47.601844,"(47.601844, -122.330883)"
Parks,David Rodgers Park,,http://www.seattle.gov/parks/park_detail.asp?ID=331,-122.359485,47.644135,"(47.644135, -122.359485)"
Parks,Westlake Park,,http://www.seattle.gov/parks/park_detail.asp?ID=332,-122.33724,47.611099,"(47.611099, -122.33724)"
Parks,Lake City Memorial Triangle,,http://www.seattle.gov/parks/park_detail.asp?ID=333,-122.295266,47.718819,"(47.718819, -122.295266)"
Parks,Westlake Square,,http://www.seattle.gov/parks/park_detail.asp?ID=334,-122.337285,47.613627,"(47.613627, -122.337285)"
Parks,Regrade Park,,http://www.seattle.gov/parks/park_detail.asp?ID=336,-122.344775,47.614331,"(47.614331, -122.344775)"
Parks,Victor Steinbrueck Park,,http://www.seattle.gov/parks/park_detail.asp?ID=338,-122.343871,47.610153,"(47.610153, -122.343871)"
Parks,Mcgraw Square,,http://www.seattle.gov/parks/park_detail.asp?ID=339,-122.337587,47.61299,"(47.61299, -122.337587)"
Parks,Kerry Park And Viewpoint,,http://www.seattle.gov/parks/park_detail.asp?ID=342,-122.359873,47.629024,"(47.629024, -122.359873)"
Parks,Thorndyke Park,,http://www.seattle.gov/parks/park_detail.asp?ID=343,-122.390161,47.635099,"(47.635099, -122.390161)"
Parks,Lake Union Park,,http://www.seattle.gov/parks/park_detail.asp?ID=344,-122.337477,47.627142,"(47.627142, -122.337477)"
Parks,Powell Barnett Park,,http://www.seattle.gov/parks/park_detail.asp?ID=345,-122.295998,47.605196,"(47.605196, -122.295998)"
Parks,Belmont Place,,http://www.seattle.gov/parks/park_detail.asp?ID=346,-122.324408,47.625727,"(47.625727, -122.324408)"
Parks,Boren Place,,http://www.seattle.gov/parks/park_detail.asp?ID=348,-122.320952,47.604999,"(47.604999, -122.320952)"
Parks,Boylston Place,,http://www.seattle.gov/parks/park_detail.asp?ID=349,-122.32094,47.609976,"(47.609976, -122.32094)"
Parks,Firehouse Mini Park,,http://www.seattle.gov/parks/park_detail.asp?ID=351,-122.308558,47.608448,"(47.608448, -122.308558)"
Parks,Grand Army Cemetery,,http://www.seattle.gov/parks/park_detail.asp?ID=354,-122.316261,47.636461,"(47.636461, -122.316261)"
Parks,Harrison Ridge Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=356,-122.290339,47.619711,"(47.619711, -122.290339)"
Parks,Prentis I. Frazier Park,,http://www.seattle.gov/parks/park_detail.asp?ID=357,-122.301614,47.622895,"(47.622895, -122.301614)"
Parks,Hing Hay Park,,http://www.seattle.gov/parks/park_detail.asp?ID=358,-122.325435,47.598609,"(47.598609, -122.325435)"
Parks,Howell Park,,http://www.seattle.gov/parks/park_detail.asp?ID=359,-122.280314,47.617519,"(47.617519, -122.280314)"
Parks,Flo Ware Park,2800 S JACKSON ST,http://www.seattle.gov/parks/park_detail.asp?ID=363,-122.295868,47.599557,"(47.599557, -122.295868)"
Parks,International Childrens Park,,http://www.seattle.gov/parks/park_detail.asp?ID=364,-122.323412,47.596897,"(47.596897, -122.323412)"
Parks,Lakeview Place,,http://www.seattle.gov/parks/park_detail.asp?ID=366,-122.325705,47.62939,"(47.62939, -122.325705)"
Parks,Leschi Park,100 LAKESIDE AV S,http://www.seattle.gov/parks/park_detail.asp?ID=367,-122.28655,47.60093,"(47.60093, -122.28655)"
Parks,Madrona Park,,http://www.seattle.gov/parks/park_detail.asp?ID=370,-122.28268,47.609298,"(47.609298, -122.28268)"
Parks,Mccurdy (Horace) Park,E HAMLIN ST / E PARK DR E,http://www.seattle.gov/parks/park_detail.asp?ID=372,-122.300955,47.644951,"(47.644951, -122.300955)"
Parks,West Montlake Park,,http://www.seattle.gov/parks/park_detail.asp?ID=375,-122.30982,47.646219,"(47.646219, -122.30982)"
Parks,Roanoke Park,,http://www.seattle.gov/parks/park_detail.asp?ID=379,-122.320185,47.643723,"(47.643723, -122.320185)"
Parks,Spring Street Mini Park,,http://www.seattle.gov/parks/park_detail.asp?ID=381,-122.3124,47.611801,"(47.611801, -122.3124)"
Parks,Tashkent Park,,http://www.seattle.gov/parks/park_detail.asp?ID=384,-122.323444,47.62379,"(47.62379, -122.323444)"
Parks,Thomas Street Mini Park,,http://www.seattle.gov/parks/park_detail.asp?ID=386,-122.326216,47.621036,"(47.621036, -122.326216)"
Parks,Plum Tree Park,,http://www.seattle.gov/parks/park_detail.asp?ID=387,-122.299142,47.617053,"(47.617053, -122.299142)"
Parks,Ravenna Park,,http://www.seattle.gov/parks/park_detail.asp?ID=391,-122.305705,47.671402,"(47.671402, -122.305705)"
Parks,Foster Island (Wash. Park),,http://www.seattle.gov/parks/park_detail.asp?ID=393,-122.294833,47.636478,"(47.636478, -122.294833)"
Parks,Dr. Blanche Lavizzo Park,,http://www.seattle.gov/parks/park_detail.asp?ID=395,-122.304179,47.600278,"(47.600278, -122.304179)"
Parks,Judkins Park And Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=397,-122.303953,47.592425,"(47.592425, -122.303953)"
Parks,Volunteer Park,,http://www.seattle.gov/parks/park_detail.asp?ID=399,-122.315568,47.630378,"(47.630378, -122.315568)"
Parks,Bradner Gardens Park,,http://www.seattle.gov/parks/park_detail.asp?ID=401,-122.295426,47.587419,"(47.587419, -122.295426)"
Parks,Dearborn Park,,http://www.seattle.gov/parks/park_detail.asp?ID=408,-122.296225,47.553389,"(47.553389, -122.296225)"
Parks,Genesee Park And Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=409,-122.278746,47.564857,"(47.564857, -122.278746)"
Parks,Thornton Creek Park #1,1302 10TH AVE NE,http://www.seattle.gov/parks/park_detail.asp?ID=416,-122.307629,47.707034,"(47.707034, -122.307629)"
Parks,Mount Baker Park,,http://www.seattle.gov/parks/park_detail.asp?ID=419,-122.288481,47.580957,"(47.580957, -122.288481)"
Parks,Chinook Beach Park,RAINIER AVE S / S ITHACA ST,http://www.seattle.gov/parks/park_detail.asp?ID=421,-122.258376,47.520135,"(47.520135, -122.258376)"
Parks,Seward Park,,http://www.seattle.gov/parks/park_detail.asp?ID=428,-122.252449,47.5543,"(47.5543, -122.252449)"
Parks,Martha Washington Park,,http://www.seattle.gov/parks/park_detail.asp?ID=432,-122.260054,47.542398,"(47.542398, -122.260054)"
Parks,Dr. Jose Rizal Park,,http://www.seattle.gov/parks/park_detail.asp?ID=433,-122.318451,47.592681,"(47.592681, -122.318451)"
Parks,Beer Sheva Park,,http://www.seattle.gov/parks/park_detail.asp?ID=440,-122.263223,47.524193,"(47.524193, -122.263223)"
Parks,Alki Beach Park,,http://www.seattle.gov/parks/park_detail.asp?ID=445,-122.400127,47.58671,"(47.58671, -122.400127)"
Parks,Belvedere Park,,http://www.seattle.gov/parks/park_detail.asp?ID=447,-122.376895,47.580672,"(47.580672, -122.376895)"
Parks,Duwamish Head Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=451,-122.378909,47.584928,"(47.584928, -122.378909)"
Parks,Seacrest Park,,http://www.seattle.gov/parks/park_detail.asp?ID=455,-122.378676,47.588951,"(47.588951, -122.378676)"
Parks,Kilbourne Park,9131 CALIFORNIA AVE SW,http://www.seattle.gov/parks/park_detail.asp?ID=459,-122.388277,47.52133,"(47.52133, -122.388277)"
Parks,Puget Park,4800 16TH AVE SW,http://www.seattle.gov/parks/park_detail.asp?ID=462,-122.356922,47.558473,"(47.558473, -122.356922)"
Parks,Riverview Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=463,-122.348855,47.539329,"(47.539329, -122.348855)"
Parks,Schmitz Preserve Park,,http://www.seattle.gov/parks/park_detail.asp?ID=465,-122.400425,47.574375,"(47.574375, -122.400425)"
Parks,Seola Park,,http://www.seattle.gov/parks/park_detail.asp?ID=466,-122.374332,47.500389,"(47.500389, -122.374332)"
Parks,Me-Kwa-Mooks Park,,http://www.seattle.gov/parks/park_detail.asp?ID=473,-122.404005,47.563166,"(47.563166, -122.404005)"
Parks,Belvoir Place,3659  42ND AV NE,http://www.seattle.gov/parks/park_detail.asp?ID=475,-122.283215,47.655124,"(47.655124, -122.283215)"
Parks,Arroyos Natural Area,,http://www.seattle.gov/parks/park_detail.asp?ID=485,-122.387822,47.505679,"(47.505679, -122.387822)"
Parks,Ravenna-Eckstein Park,,http://www.seattle.gov/parks/park_detail.asp?ID=488,-122.30493,47.67688,"(47.67688, -122.30493)"
Parks,Cheasty Greenspace,,http://www.seattle.gov/parks/park_detail.asp?ID=489,-122.301472,47.578767,"(47.578767, -122.301472)"
Parks,Dahl (Waldo J.) Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=499,-122.299308,47.685266,"(47.685266, -122.299308)"
Parks,Dakota Place Park,4304 SW DAKOTA ST,http://www.seattle.gov/parks/park_detail.asp?ID=575,-122.387164,47.566844,"(47.566844, -122.387164)"
Parks,Sturgus Park,,http://www.seattle.gov/parks/park_detail.asp?ID=592,-122.314377,47.594089,"(47.594089, -122.314377)"
Parks,Duwamish Waterway Park,,http://www.seattle.gov/parks/park_detail.asp?ID=705,-122.319694,47.531156,"(47.531156, -122.319694)"
Parks,Arapahoe Triangle,3431 ARAPAHOE PLACE W,http://www.seattle.gov/parks/park_detail.asp?ID=1556,-122.409139,47.65129,"(47.65129, -122.409139)"
Parks,Maple School Ravine,,http://www.seattle.gov/parks/park_detail.asp?ID=1630,-122.308342,47.551071,"(47.551071, -122.308342)"
Parks,Baker Park On Crown Hill,,http://www.seattle.gov/parks/park_detail.asp?ID=2840,-122.374794,47.690119,"(47.690119, -122.374794)"
Parks,Andover Place,,http://www.seattle.gov/parks/park_detail.asp?ID=2927,-122.409993,47.568517,"(47.568517, -122.409993)"
Parks,Charles Richey Sr Viewpoint,,http://www.seattle.gov/parks/park_detail.asp?ID=80,-122.417387,47.573457,"(47.573457, -122.417387)"
Parks,Jefferson Park,,http://www.seattle.gov/parks/park_detail.asp?ID=114,-122.311441,47.568067,"(47.568067, -122.311441)"
Parks,Pelly Place Natural Area,,http://www.seattle.gov/parks/park_detail.asp?ID=237,-122.39309,47.541492,"(47.541492, -122.39309)"
Parks,Carkeek Park,,http://www.seattle.gov/parks/park_detail.asp?ID=240,-122.37241,47.710823,"(47.710823, -122.37241)"
Parks,Albert Davis Park,,http://www.seattle.gov/parks/park_detail.asp?ID=244,-122.298462,47.72021,"(47.72021, -122.298462)"
Parks,Greenwood Triangle,,http://www.seattle.gov/parks/park_detail.asp?ID=245,-122.361032,47.668902,"(47.668902, -122.361032)"
Parks,North Beach Park,24TH AVE NW/NW 90TH ST,http://www.seattle.gov/parks/park_detail.asp?ID=247,-122.390258,47.69471,"(47.69471, -122.390258)"
Parks,Sunset Hill Park,,http://www.seattle.gov/parks/park_detail.asp?ID=252,-122.400938,47.684034,"(47.684034, -122.400938)"
Parks,Bergen Place,,http://www.seattle.gov/parks/park_detail.asp?ID=253,-122.384495,47.66833,"(47.66833, -122.384495)"
Parks,Kubota Gardens Natural Area,,http://www.seattle.gov/parks/park_detail.asp?ID=262,-122.267366,47.511157,"(47.511157, -122.267366)"
Parks,Longfellow Creek Greenspace,,http://www.seattle.gov/parks/park_detail.asp?ID=267,-122.363435,47.530167,"(47.530167, -122.363435)"
Parks,Me-Kwa-Mooks Natural Area,,http://www.seattle.gov/parks/park_detail.asp?ID=268,-122.403424,47.563782,"(47.563782, -122.403424)"
Parks,Pipers Creek Natural Area,600 NW 117TH ST,http://www.seattle.gov/parks/park_detail.asp?ID=275,-122.364699,47.714678,"(47.714678, -122.364699)"
Parks,Mock Creek Ravine,,http://www.seattle.gov/parks/park_detail.asp?ID=277,-122.28962,47.699037,"(47.699037, -122.28962)"
Parks,Northeast Queen Anne Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=279,-122.345011,47.635866,"(47.635866, -122.345011)"
Parks,West Duwamish Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=282,-122.356966,47.563271,"(47.563271, -122.356966)"
Parks,Licton Springs Park,,http://www.seattle.gov/parks/park_detail.asp?ID=286,-122.338736,47.698541,"(47.698541, -122.338736)"
Parks,Sturtevant Ravine,,http://www.seattle.gov/parks/park_detail.asp?ID=290,-122.268561,47.51783,"(47.51783, -122.268561)"
Parks,Mineral Springs Park,1500 N 105TH STREET,http://www.seattle.gov/parks/park_detail.asp?ID=291,-122.336528,47.705755,"(47.705755, -122.336528)"
Parks,Gas Works Park,,http://www.seattle.gov/parks/park_detail.asp?ID=293,-122.334908,47.645638,"(47.645638, -122.334908)"
Parks,Cormorant Cove,,http://www.seattle.gov/parks/park_detail.asp?ID=295,-122.412089,47.570984,"(47.570984, -122.412089)"
Parks,Little Brook Park,,http://www.seattle.gov/parks/park_detail.asp?ID=297,-122.294567,47.731387,"(47.731387, -122.294567)"
Parks,Orchard Street Ravine,39TH SW / SW ORCHARD ST,http://www.seattle.gov/parks/park_detail.asp?ID=300,-122.380151,47.538315,"(47.538315, -122.380151)"
Parks,Llandover Woods Greenspace,,http://www.seattle.gov/parks/park_detail.asp?ID=301,-122.364545,47.733024,"(47.733024, -122.364545)"
Parks,Carleton Center,,http://www.seattle.gov/parks/park_detail.asp?ID=305,-122.406385,47.639414,"(47.639414, -122.406385)"
Parks,City Hall Park,,http://www.seattle.gov/parks/park_detail.asp?ID=306,-122.329875,47.602022,"(47.602022, -122.329875)"
Parks,Commodore Park,3330 W COMMODORE WAY,http://www.seattle.gov/parks/park_detail.asp?ID=308,-122.40014,47.66538,"(47.66538, -122.40014)"
Parks,Denny Park,,http://www.seattle.gov/parks/park_detail.asp?ID=309,-122.341049,47.61913,"(47.61913, -122.341049)"
Parks,Myrtle Edwards Park,,http://www.seattle.gov/parks/park_detail.asp?ID=311,-122.36087,47.618767,"(47.618767, -122.36087)"
Parks,Freeway Park,,http://www.seattle.gov/parks/park_detail.asp?ID=312,-122.330904,47.609472,"(47.609472, -122.330904)"
Parks,Kinnear Park,,http://www.seattle.gov/parks/park_detail.asp?ID=314,-122.367205,47.627316,"(47.627316, -122.367205)"
Parks,Kinnear Place,,http://www.seattle.gov/parks/park_detail.asp?ID=315,-122.356978,47.626151,"(47.626151, -122.356978)"
Parks,Lawton Park,,http://www.seattle.gov/parks/park_detail.asp?ID=316,-122.391157,47.655064,"(47.655064, -122.391157)"
Parks,Magnolia Park,,http://www.seattle.gov/parks/park_detail.asp?ID=317,-122.397348,47.633427,"(47.633427, -122.397348)"
Parks,Marshall Park,,http://www.seattle.gov/parks/park_detail.asp?ID=320,-122.366805,47.629436,"(47.629436, -122.366805)"
Parks,Mayfair Park,,http://www.seattle.gov/parks/park_detail.asp?ID=321,-122.353356,47.643241,"(47.643241, -122.353356)"
Parks,B.F. Day Playground,4020 Fremont Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=241,-122.349221502422,47.6560301481679,"(47.6560301481679, -122.349221502422)"
Parks,Gilman Playground,923 NW 54th St,http://www.seattle.gov/parks/park_detail.asp?ID=242,-122.369684036369,47.66729167168,"(47.66729167168, -122.369684036369)"
Parks,Ross Playground,4320 4th Ave NW,http://www.seattle.gov/parks/park_detail.asp?ID=248,-122.361346842948,47.6597179137182,"(47.6597179137182, -122.361346842948)"
Parks,Sandel Playground,9053 1st Ave NW,http://www.seattle.gov/parks/park_detail.asp?ID=250,-122.358700739135,47.6951336977073,"(47.6951336977073, -122.358700739135)"
Parks,Soundview Playfield,1590 NW 90th St,http://www.seattle.gov/parks/park_detail.asp?ID=251,-122.378878432525,47.6954157512333,"(47.6954157512333, -122.378878432525)"
Parks,Froula Playground,7200 12th Ave NE,http://www.seattle.gov/parks/park_detail.asp?ID=287,-122.313978443867,47.6805383223391,"(47.6805383223391, -122.313978443867)"
Parks,Bitter Lake Playfield,13035 Linden Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=288,-122.349314334665,47.724209093647,"(47.724209093647, -122.349314334665)"
Parks,Loyal Heights Playfield,2101 NW 77th St,http://www.seattle.gov/parks/park_detail.asp?ID=289,-122.38324017016,47.6841059362952,"(47.6841059362952, -122.38324017016)"
Parks,Bayview Playground,2614 24th Ave W,http://www.seattle.gov/parks/park_detail.asp?ID=303,-122.38678612823,47.6438017035719,"(47.6438017035719, -122.38678612823)"
Parks,East Magnolia Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=318,-122.391059670129,47.6405844763879,"(47.6405844763879, -122.391059670129)"
Parks,Magnolia Playfield,2518 34th Ave W,http://www.seattle.gov/parks/park_detail.asp?ID=319,-122.399472233563,47.6437458208129,"(47.6437458208129, -122.399472233563)"
Parks,East Queen Anne Playground,1912 Warren Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=329,-122.353785822709,47.6361389994322,"(47.6361389994322, -122.353785822709)"
Parks,West Queen Anne Playfield,150 W Blaine St,http://www.seattle.gov/parks/park_detail.asp?ID=330,-122.359503883522,47.6355140819519,"(47.6355140819519, -122.359503883522)"
Parks,Laurelhurst Playfield,4544 NE 41st St,http://www.seattle.gov/parks/park_detail.asp?ID=340,-122.278019181289,47.6598895174452,"(47.6598895174452, -122.278019181289)"
Parks,Cascade Playground,333 Pontius Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=350,-122.332354809849,47.6214052249468,"(47.6214052249468, -122.332354809849)"
Parks,Meadowbrook Playfield,10533 35th Ave NE,http://www.seattle.gov/parks/park_detail.asp?ID=352,-122.293492857914,47.7057711129745,"(47.7057711129745, -122.293492857914)"
Parks,Garfield Playfield,23rd Ave and E Cherry St,http://www.seattle.gov/parks/park_detail.asp?ID=353,-122.301411867027,47.6070978006384,"(47.6070978006384, -122.301411867027)"
Parks,Madrona Playground,3211 E Spring St,http://www.seattle.gov/parks/park_detail.asp?ID=371,-122.289885186905,47.6110216491653,"(47.6110216491653, -122.289885186905)"
Parks,Miller Playfield,400 19th Ave E,http://www.seattle.gov/parks/park_detail.asp?ID=373,-122.306261412155,47.6214333231101,"(47.6214333231101, -122.306261412155)"
Parks,Montlake Playfield,1618 E Calhoun St,http://www.seattle.gov/parks/park_detail.asp?ID=376,-122.310081020631,47.6424066868121,"(47.6424066868121, -122.310081020631)"
Parks,Peppi'S Playground,3233 E Spruce St,http://www.seattle.gov/parks/park_detail.asp?ID=378,-122.29060161753,47.6027234663951,"(47.6027234663951, -122.29060161753)"
Parks,Rogers Playground,Eastlake Ave E and E Roanoke St,http://www.seattle.gov/parks/park_detail.asp?ID=380,-122.325256868431,47.6426009492446,"(47.6426009492446, -122.325256868431)"
Parks,Pinehurst Playground,12029 14th Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=382,-122.314628211158,47.7164362240396,"(47.7164362240396, -122.314628211158)"
Parks,Sacajawea Playground,1726 NE 94th St,http://www.seattle.gov/parks/park_detail.asp?ID=394,-122.308131595437,47.6971318737822,"(47.6971318737822, -122.308131595437)"
Parks,Beacon Hill Playground,1902 13th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=400,-122.315324628371,47.5862263145601,"(47.5862263145601, -122.315324628371)"
Parks,Brighton Playfield,6000 39th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=402,-122.282099579571,47.548387353425,"(47.548387353425, -122.282099579571)"
Parks,Othello Playground,4351 S Othello St,http://www.seattle.gov/parks/park_detail.asp?ID=403,-122.278104890608,47.5362144800422,"(47.5362144800422, -122.278104890608)"
Parks,Cleveland Playfield,S Lucile St and 13th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=404,-122.315542025326,47.5520115483017,"(47.5520115483017, -122.315542025326)"
Parks,Colman Playground,1740 23rd Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=406,-122.301957035525,47.587625380775,"(47.587625380775, -122.301957035525)"
Parks,Georgetown Playfield,750 S Homer St,http://www.seattle.gov/parks/park_detail.asp?ID=410,-122.321395622454,47.5516197319685,"(47.5516197319685, -122.321395622454)"
Parks,Lakewood Plaground,5013 S Angeline St,http://www.seattle.gov/parks/park_detail.asp?ID=414,-122.270059558155,47.5588308046035,"(47.5588308046035, -122.270059558155)"
Parks,Maple Wood Playfield,4801 Corson Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=418,-122.31884514896,47.5600408806488,"(47.5600408806488, -122.31884514896)"
Parks,Rainer Beach Playfield,8802 Rainier Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=422,-122.273135760829,47.5250409543704,"(47.5250409543704, -122.273135760829)"
Parks,Rainier Playfield,3700 S Alaska St.,http://www.seattle.gov/parks/park_detail.asp?ID=423,-122.286200070963,47.5618173265164,"(47.5618173265164, -122.286200070963)"
Parks,Van Asselt Playground,7200 Beacon Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=431,-122.294067595442,47.5394460989017,"(47.5394460989017, -122.294067595442)"
Parks,University Playground,9th Ave NE and NE 50th St.,http://www.seattle.gov/parks/park_detail.asp?ID=435,-122.319312327795,47.6644474051006,"(47.6644474051006, -122.319312327795)"
Parks,Benefit Playground,9320 38th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=436,-122.284294216374,47.5189982440007,"(47.5189982440007, -122.284294216374)"
Parks,Victory Heights Playground,1737 NE 106th St,http://www.seattle.gov/parks/park_detail.asp?ID=438,-122.307833800029,47.7056715231328,"(47.7056715231328, -122.307833800029)"
Parks,Hutchinson Playground,S Norfolk St and 59th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=439,-122.26006214919,47.5143120790222,"(47.5143120790222, -122.26006214919)"
Parks,Alki Playground,5817 SW Lander St,http://www.seattle.gov/parks/park_detail.asp?ID=446,-122.40731233767,47.5784972617799,"(47.5784972617799, -122.40731233767)"
Parks,Wallingford Playfield,4219 Wallingford Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=449,-122.33744372477,47.6585444344469,"(47.6585444344469, -122.33744372477)"
Parks,Delridge Playfield,4458 Delridge Way SW,http://www.seattle.gov/parks/park_detail.asp?ID=450,-122.364370690361,47.5628424487087,"(47.5628424487087, -122.364370690361)"
Parks,Fairmount Playground,5400 Fauntleroy Way SW,http://www.seattle.gov/parks/park_detail.asp?ID=452,-122.3805488504,47.5540408122029,"(47.5540408122029, -122.3805488504)"
Parks,Hamilton Viewpoint,1531 California Wy SW,http://www.seattle.gov/parks/park_detail.asp?ID=454,-122.389069703111,47.5907475150499,"(47.5907475150499, -122.389069703111)"
Parks,Hiawatha Playfield,2700 California Ave SW,http://www.seattle.gov/parks/park_detail.asp?ID=456,-122.384964699838,47.5782724270145,"(47.5782724270145, -122.384964699838)"
Parks,Highland Park Playground,1100 SW Cloverdale St,http://www.seattle.gov/parks/park_detail.asp?ID=457,-122.349034022359,47.527379719227,"(47.527379719227, -122.349034022359)"
Parks,E.C. Hughes Playground,2805 SW Holden St,http://www.seattle.gov/parks/park_detail.asp?ID=458,-122.369545228851,47.5328049082455,"(47.5328049082455, -122.369545228851)"
Parks,South Park Playfield,738 S Sullivan St,http://www.seattle.gov/parks/park_detail.asp?ID=467,-122.324158773464,47.5280159781691,"(47.5280159781691, -122.324158773464)"
Parks,West Seattle Stadium,4432 35th Ave SW,http://www.seattle.gov/parks/park_detail.asp?ID=472,-122.374348206809,47.5628255450167,"(47.5628255450167, -122.374348206809)"
Parks,Bryant Neighborhood Playground,4102 NE 65th St,http://www.seattle.gov/parks/park_detail.asp?ID=482,-122.283644144168,47.6752992033738,"(47.6752992033738, -122.283644144168)"
Parks,Burke-Gilman Playground,5201 Sand Point Way NE,http://www.seattle.gov/parks/park_detail.asp?ID=496,-122.282623001591,47.6666338602899,"(47.6666338602899, -122.282623001591)"
Parks,Ballard Playground,2644 NW 60th St,http://www.seattle.gov/parks/park_detail.asp?ID=497,-122.391549848962,47.6727858650181,"(47.6727858650181, -122.391549848962)"
Parks,Meridian Playground,4649 Sunnyside Ave N,http://www.seattle.gov/parks/park_detail.asp?ID=1104,-122.332556754953,47.6641586884286,"(47.6641586884286, -122.332556754953)"
Parks,Bar-S Playground,6425 SW Admiral Way,http://www.seattle.gov/parks/park_detail.asp?ID=3703,-122.416054352165,47.5751951223366,"(47.5751951223366, -122.416054352165)"
Parks,Maple Leaf Playground,1020 NE 82nd St,http://www.seattle.gov/parks/park_detail.asp?ID=3881,-122.315612904851,47.6890145029702,"(47.6890145029702, -122.315612904851)"
Parks,Interbay Athletic Complex,3027 17th Ave W,http://www.seattle.gov/parks/park_detail.asp?ID=3887,-122.379191275215,47.6472393920114,"(47.6472393920114, -122.379191275215)"
Parks,T.T. Minor Playground,17th Ave E and E Union St,http://www.seattle.gov/parks/park_detail.asp?ID=3913,-122.310543098826,47.6131107170061,"(47.6131107170061, -122.310543098826)"
Parks,Emma Schmitz Memorial Overlook,4503 Beach Dr. SW,http://www.seattle.gov/parks/park_detail.asp?ID=3920,-122.40712042032,47.5628975696743,"(47.5628975696743, -122.40712042032)"
Parks,York Playground,3327 34th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=3926,-122.29071342709,47.5726945845554,"(47.5726945845554, -122.29071342709)"
Parks,High Point Playfield,6920 34th Ave SW,http://www.seattle.gov/parks/park_detail.asp?ID=3941,-122.373414932477,47.5401697408767,"(47.5401697408767, -122.373414932477)"
Parks,Queen Anne Bowl Playfield,2806 3rd Ave W,http://www.seattle.gov/parks/park_detail.asp?ID=3984,-122.359710617651,47.6455992268977,"(47.6455992268977, -122.359710617651)"
Parks,Lake City Playground,2750 NE 125th St,http://www.seattle.gov/parks/park_detail.asp?ID=4002,-122.299373591493,47.7179550153166,"(47.7179550153166, -122.299373591493)"
Parks,Bagley Viewpoint,2548 Delmar Dr E,http://www.seattle.gov/parks/park_detail.asp?ID=4006,-122.318346887431,47.6430148390685,"(47.6430148390685, -122.318346887431)"
Parks,Nathan Hale Playfield,10750 30th Ave NE,http://www.seattle.gov/parks/park_detail.asp?ID=4023,-122.292028169283,47.7077147290923,"(47.7077147290923, -122.292028169283)"
Parks,Denny Playfield,,http://www.seattle.gov/parks/park_detail.asp?ID=4200,-122.339143311923,47.61913845141,"(47.61913845141, -122.339143311923)"
Parks,Puget Ridge Playground,21st Ave SW and Croft Pl SW,http://www.seattle.gov/parks/park_detail.asp?ID=4201,-122.359946978632,47.5473683327228,"(47.5473683327228, -122.359946978632)"
Parks,East Portal Viewpoint,1400 Lake Washington Blvd S,http://www.seattle.gov/parks/park_detail.asp?ID=4241,-122.287892664034,47.5902217990605,"(47.5902217990605, -122.287892664034)"
